order_id,order_date,city,category,product,quantity,unit_price,total_amount,customer_id
1877,2024-02-05,SF,Home,Lamp,1,31.38,31.38,73
508,2024-12-17,CHI,Grocery,Coffee Beans,1,14.81,14.81,215
2451,2025-08-30,SF,Grocery,Coffee Beans,2,12.27,24.54,86
719,2025-10-04,SF,Toys,Board Game,2,26.09,52.18,237
102,2024-10-22,CHI,Clothing,Jeans,3,56.57,169.71,353
2602,2025-06-04,SF,Electronics,Laptop,2,900.59,1801.18,7
1801,2025-11-28,LA,Toys,Puzzle,1,19.52,19.52,391
958,2024-09-11,SF,Clothing,T-Shirt,1,21.11,21.11,292
2380,2024-11-22,LA,Electronics,Phone Case,2,13.81,27.62,329
1748,2024-11-13,,Clothing,T-Shirt,2,20.9,41.8,413
557,2025-02-19,SF,Home,Lamp,1,34.25,34.25,250
2541,2024-07-31,SF,Grocery,Olive Oil,3,21.03,63.09,104
1564,2025-02-12,LA,Grocery,Olive Oil,2,22.62,45.24,130
606,2024-07-22,LA,Electronics,Laptop,5,999.19,4995.95,400
498,2025-01-22,LA,Home,Blender,2,45.09,90.18,41
2897,2025-05-08,CHI,Toys,Action Figure,1,10.47,10.47,66
2407,2024-11-18,LA,Toys,Board Game,2,28.61,57.22,219
580,2024-06-28,CHI,Grocery,Olive Oil,2,23.4,46.8,6
490,2024-05-15,NY,Toys,Puzzle,1,20.09,20.09,483
1482,2024-12-11,NY,Grocery,Snack Box,4,10.26,41.04,289
63,2024-05-16,SF,Grocery,Coffee Beans,1,15.75,15.75,487
2933,2024-09-30,NY,Clothing,Jeans,2,56.0,112.0,394
1200,2024-11-21,CHI,Home,Cookware Set,1,74.78,74.78,93
2246,2024-09-09,CHI,Clothing,Jeans,1,47.9,47.9,389
1100,2024-09-02,LA,Grocery,Coffee Beans,4,13.55,54.2,141
1802,2025-06-27,NY,Toys,Action Figure,3,12.4,37.2,347
62,2025-12-13,CHI,Electronics,Headphones,1,43.34,43.34,26
1461,2024-12-18,NY,Clothing,T-Shirt,5,22.71,113.55,308
1035,2025-11-25,SF,Electronics,Headphones,4,39.55,158.2,349
1978,2025-08-02,LA,Grocery,Coffee Beans,2,14.7,29.4,478
2262,2024-11-14,CHI,Clothing,T-Shirt,3,22.55,67.65,173
338,2024-04-09,CHI,Toys,Board Game,1,25.16,25.16,164
1996,2024-12-04,NY,Grocery,Coffee Beans,4,12.07,48.28,20
514,2024-01-14,NY,Grocery,Olive Oil,2,24.49,48.98,196
265,2025-08-04,LA,Clothing,T-Shirt,3,21.42,64.26,90
1730,2025-12-29,CHI,Grocery,Snack Box,1,8.73,8.73,437
2949,2024-01-28,CHI,Home,Lamp,1,30.83,30.83,341
2932,2024-11-02,LA,Toys,Puzzle,1,18.62,18.62,22
997,2024-05-07,NY,Grocery,Olive Oil,3,19.52,58.56,233
299,2025-05-15,CHI,Grocery,Snack Box,1,11.33,11.33,236
2765,2024-07-25,LA,Toys,Puzzle,3,19.28,57.84,427
41,2025-12-04,SF,Home,Cookware Set,1,77.62,77.62,259
2094,2024-11-20,CHI,Electronics,Phone Case,3,15.66,46.98,148
398,2025-11-07,LA,Toys,Puzzle,1,19.79,19.79,400
2896,2025-11-19,LA,Home,Cookware Set,1,74.62,74.62,93
1301,2024-10-12,LA,Toys,Board Game,2,26.52,53.04,486
929,2025-07-25,LA,Toys,Puzzle,4,16.51,66.04,465
1987,2024-05-31,LA,Grocery,Olive Oil,1,23.99,23.99,451
2300,2024-12-28,LA,Toys,Board Game,3,21.75,65.25,14
122,2025-12-28,CHI,Toys,Action Figure,2,11.42,22.84,489
1164,2024-11-03,SF,Grocery,Olive Oil,1,24.04,24.04,380
1440,2024-09-12,NY,Grocery,Snack Box,3,8.64,25.92,30
576,2024-05-01,CHI,Toys,Puzzle,4,16.05,64.2,401
2827,2024-12-18,NY,Toys,Board Game,2,25.27,50.54,461
1186,2024-11-17,NY,Grocery,Snack Box,2,9.04,18.08,21
1896,2025-11-18,NY,Clothing,T-Shirt,1,21.17,21.17,488
2999,2025-06-24,NY,Grocery,Coffee Beans,1,12.3,12.3,80
2709,2024-11-10,LA,Grocery,Coffee Beans,,15.48,77.4,331
320,2025-02-27,NY,Grocery,Olive Oil,1,24.4,24.4,372
49,2025-12-12,SF,Clothing,Jacket,4,105.89,423.56,421
2279,2025-11-01,CHI,Electronics,Headphones,3,40.66,121.98,284
2650,2024-11-05,NY,Grocery,Coffee Beans,3,15.27,45.81,211
86,2025-02-20,LA,Electronics,Phone Case,1,17.02,17.02,354
674,2024-12-02,CHI,Grocery,Snack Box,1,10.08,10.08,336
2990,2024-11-13,CHI,Toys,Action Figure,1,10.75,10.75,414
605,2024-12-18,NY,Home,Cookware Set,3,86.47,259.41,211
1615,2025-08-14,LA,Clothing,Jeans,1,47.82,47.82,351
2633,2024-12-10,NY,Toys,Action Figure,1,13.44,13.44,453
2507,2025-10-06,LA,Electronics,Phone Case,4,16.47,65.88,417
2799,2025-04-14,LA,Home,Blender,1,48.37,48.37,202
1151,2024-12-10,SF,Toys,Action Figure,2,12.92,25.84,350
1923,2025-04-05,LA,Clothing,Jacket,1,128.15,128.15,384
1303,2024-08-04,CHI,Home,Lamp,1,34.31,34.31,139
94,2024-03-07,NY,Electronics,Laptop,2,1019.09,2038.18,296
558,2025-11-17,SF,Toys,Puzzle,4,15.34,61.36,109
2589,2025-09-07,LA,Home,Lamp,3,26.45,79.35,474
1794,2025-11-08,LA,Toys,Action Figure,1,11.51,11.51,365
1878,2024-11-16,LA,Home,Lamp,4,33.87,135.48,8
2571,2025-11-10,LA,Electronics,Headphones,2,36.67,73.34,98
1261,2024-04-14,SF,Electronics,Laptop,1,810.78,810.78,183
2958,2024-01-16,LA,Clothing,Jacket,2,135.51,271.02,393
445,2024-05-27,CHI,Grocery,Olive Oil,1,18.95,18.95,20
73,2024-09-23,LA,Toys,Board Game,1,27.75,27.75,233
2035,2024-12-22,LA,Home,Cookware Set,1,93.22,93.22,357
746,2025-12-03,NY,Grocery,Snack Box,2,9.89,19.78,351
945,2024-11-07,SF,Grocery,Olive Oil,1,21.72,21.72,93
2122,2025-06-20,LA,Toys,Board Game,3,25.37,76.11,353
1549,2025-01-10,CHI,Home,Cookware Set,5,76.56,382.8,214
1847,2024-11-25,NY,Grocery,Coffee Beans,1,13.51,13.51,271
2271,2025-01-05,CHI,Clothing,Jeans,2,62.1,124.2,119
2503,2025-10-28,CHI,Grocery,Olive Oil,3,20.41,61.23,25
1060,2025-12-10,SF,Toys,Puzzle,2,19.04,38.08,437
1853,2025-10-29,CHI,Home,Blender,1,40.19,40.19,41
1327,2025-08-08,LA,Grocery,Snack Box,5,10.13,50.65,233
103,2025-07-06,NY,Home,Cookware Set,1,82.51,82.51,307
814,2025-09-18,LA,Home,Cookware Set,3,76.25,228.75,45
1651,2025-12-12,LA,Toys,Puzzle,2,17.43,34.86,500
281,2025-01-23,LA,Toys,Puzzle,2,19.18,38.36,236
703,2024-05-14,NY,Toys,Action Figure,1,12.46,12.46,319
2141,2025-03-06,CHI,Grocery,Snack Box,4,10.22,40.88,446
2683,2024-02-08,LA,Grocery,Snack Box,2,11.44,22.88,416
1065,2024-09-25,SF,Electronics,Headphones,1,36.37,36.37,434
2425,2024-12-23,CHI,Grocery,Olive Oil,5,19.33,96.65,350
1926,2025-12-13,SF,Grocery,Coffee Beans,,14.86,44.58,238
2137,2025-11-14,LA,Clothing,Jeans,2,51.67,103.34,209
2957,2025-11-25,NY,Toys,Puzzle,1,19.21,19.21,206
1844,2024-10-14,SF,Home,Cookware Set,5,95.6,478.0,358
1032,2025-02-27,CHI,Toys,Board Game,2,28.01,56.02,391
2445,2024-11-03,NY,Grocery,Snack Box,1,10.84,10.84,378
1907,2024-04-30,CHI,Grocery,Snack Box,1,10.67,10.67,90
238,2024-09-27,CHI,Grocery,Coffee Beans,2,15.46,30.92,188
2551,2025-08-02,LA,Toys,Action Figure,4,10.48,41.92,292
1271,2024-11-27,CHI,Clothing,T-Shirt,1,17.36,17.36,125
84,2024-11-28,LA,Grocery,Snack Box,1,9.64,9.64,250
1470,2024-12-08,CHI,Home,Blender,1,49.54,49.54,162
780,2025-11-07,NY,Electronics,Phone Case,1,13.58,13.58,328
1850,2025-12-11,CHI,Electronics,Laptop,2,861.17,1722.34,161
974,2024-12-13,CHI,Clothing,Jacket,4,109.91,439.64,68
749,2025-11-26,,Clothing,Jacket,1,133.59,133.59,471
279,2025-11-21,SF,Toys,Action Figure,4,13.33,53.32,61
2155,2025-08-24,SF,Clothing,Jeans,1,53.33,53.33,436
582,2024-12-25,CHI,Electronics,Laptop,1,829.6,829.6,181
1467,2024-06-02,NY,Clothing,Jeans,1,60.46,60.46,490
949,2025-12-25,CHI,Home,Blender,2,38.64,77.28,233
1798,2025-11-06,CHI,Clothing,T-Shirt,4,19.03,76.12,480
2499,2025-04-08,LA,Home,Lamp,3,27.42,82.26,337
117,2025-07-19,CHI,Clothing,Jeans,1,55.64,55.64,234
2935,2024-12-25,SF,Toys,Puzzle,2,16.68,33.36,382
1312,2025-08-13,SF,Home,Blender,5,51.11,255.55,417
2145,2024-11-25,CHI,Clothing,T-Shirt,3,17.65,52.95,207
53,2024-11-17,CHI,Electronics,Phone Case,3,14.71,44.13,311
1579,2025-06-13,CHI,Home,Lamp,1,27.12,27.12,413
2644,2024-12-17,SF,Grocery,Snack Box,5,10.2,51.0,115
111,2025-12-16,CHI,Grocery,Coffee Beans,2,15.8,31.6,63
399,2025-11-18,SF,Grocery,Coffee Beans,1,12.55,12.55,494
1401,2025-11-27,SF,Electronics,Headphones,3,34.66,103.98,290
1431,2024-12-08,NY,Electronics,Headphones,1,38.06,38.06,72
1922,2024-11-24,CHI,Home,Lamp,2,26.04,52.08,15
1109,2025-11-06,NY,Electronics,Phone Case,2,16.4,32.8,200
1400,2025-11-15,CHI,Grocery,Snack Box,1,11.13,11.13,430
1414,2025-05-10,CHI,Home,Lamp,3,26.11,78.33,311
224,2024-05-12,NY,Grocery,Snack Box,3,10.26,30.78,426
230,2024-09-07,CHI,Grocery,Olive Oil,1,22.94,22.94,153
2282,2024-04-20,NY,Electronics,Headphones,4,41.11,164.44,238
2824,2024-02-27,CHI,Electronics,Laptop,2,802.15,1604.3,58
699,2025-12-29,LA,Toys,Board Game,2,23.13,46.26,368
1207,2024-10-19,CHI,Clothing,T-Shirt,1,17.99,17.99,414
1529,2024-12-04,NY,Clothing,T-Shirt,2,21.16,42.32,32
2975,2025-11-07,NY,Home,Cookware Set,4,80.57,322.28,235
463,2024-12-13,CHI,Clothing,Jacket,2,102.92,205.84,378
420,2025-05-13,,Clothing,Jacket,3,136.15,408.45,363
636,2025-07-03,LA,Electronics,Headphones,1,38.27,38.27,250
2527,2024-12-09,NY,Clothing,T-Shirt,,22.13,22.13,424
2720,2025-12-22,CHI,Electronics,Laptop,1,982.95,982.95,40
2516,2024-08-15,LA,Home,Lamp,2,33.18,66.36,67
2944,2024-03-09,SF,Clothing,Jeans,3,55.88,167.64,452
736,2025-11-17,NY,Home,Lamp,1,28.49,28.49,499
393,2024-12-09,NY,Home,Cookware Set,4,93.66,374.64,389
933,2024-10-16,LA,Clothing,Jeans,2,60.88,121.76,215
2230,2025-11-21,SF,Clothing,T-Shirt,1,22.02,22.02,320
424,2025-10-13,NY,Electronics,Headphones,1,38.16,38.16,421
2117,2024-04-03,LA,Electronics,Phone Case,1,17.14,17.14,253
1577,2024-12-13,CHI,Clothing,T-Shirt,2,18.27,36.54,335
113,2024-06-06,SF,Clothing,T-Shirt,1,19.77,19.77,261
2758,2024-10-03,SF,Grocery,Coffee Beans,2,15.98,31.96,300
1442,2025-11-03,NY,Clothing,Jacket,2,116.32,232.64,40
1827,2025-08-12,NY,Clothing,T-Shirt,4,18.58,74.32,360
2590,2024-08-20,CHI,Home,Blender,2,43.47,86.94,79
1342,2025-10-22,SF,Grocery,Olive Oil,1,22.57,22.57,204
269,2025-05-29,SF,Electronics,Laptop,2,847.84,1695.68,354
1067,2024-12-12,LA,Clothing,Jeans,4,57.56,230.24,157
841,2024-05-04,CHI,Toys,Puzzle,2,20.57,41.14,477
405,2024-12-04,NY,Electronics,Headphones,2,44.83,89.66,483
221,2025-04-23,LA,Toys,Board Game,2,23.96,47.92,314
2748,2025-09-22,LA,Grocery,Coffee Beans,2,12.01,24.02,386
2560,2024-05-11,CHI,Clothing,T-Shirt,2,20.56,41.12,371
921,2024-11-15,SF,Home,Lamp,3,26.31,78.93,451
2365,2025-03-27,SF,Electronics,Phone Case,4,13.06,52.24,264
2340,2024-12-13,SF,Clothing,Jeans,2,55.5,111.0,403
2007,2025-12-25,CHI,Home,Lamp,1,26.7,26.7,338
882,2025-02-18,SF,Toys,Action Figure,2,11.91,23.82,76
2399,2024-09-27,SF,Electronics,Phone Case,4,16.72,66.88,137
954,2024-11-13,LA,Home,Lamp,3,32.71,98.13,184
1971,2024-08-20,SF,Home,Lamp,1,27.7,27.7,250
143,2025-09-22,SF,Clothing,Jeans,3,57.56,172.68,17
472,2024-05-12,CHI,Clothing,Jeans,3,59.71,179.13,207
2882,2025-06-01,CHI,Grocery,Olive Oil,3,18.85,56.55,155
2901,2024-11-28,SF,Clothing,Jeans,1,47.76,47.76,182
2561,2025-06-18,SF,Clothing,Jacket,2,126.08,252.16,52
2708,2025-11-01,LA,Toys,Board Game,1,26.85,26.85,491
940,2025-11-11,NY,Toys,Board Game,3,21.92,65.76,66
211,2025-03-30,NY,Toys,Puzzle,1,19.18,19.18,373
2302,2025-11-06,NY,Toys,Board Game,2,27.56,55.12,323
769,2024-12-02,SF,Toys,Board Game,3,26.21,78.63,387
298,2024-11-13,LA,Grocery,Snack Box,2,10.24,20.48,256
304,2024-11-17,LA,Grocery,Snack Box,3,10.52,31.56,124
720,2025-08-01,SF,Toys,Puzzle,2,15.6,31.2,285
1435,2025-05-23,SF,Clothing,Jeans,1,58.68,58.68,221
2151,2025-02-19,SF,Electronics,Phone Case,3,16.37,49.11,279
2468,2024-05-13,CHI,Electronics,Headphones,1,38.48,38.48,172
2813,2024-11-14,LA,Clothing,T-Shirt,4,17.97,71.88,337
1471,2025-02-23,SF,Electronics,Phone Case,3,13.83,41.49,287
1227,2025-05-29,LA,Toys,Puzzle,1,19.53,19.53,438
767,2024-07-04,NY,Clothing,Jeans,1,59.66,59.66,176
1251,2024-07-08,LA,Clothing,Jeans,1,48.3,48.3,97
859,2024-12-30,NY,Clothing,T-Shirt,2,18.64,37.28,149
2415,2024-12-26,CHI,Electronics,Headphones,1,37.09,37.09,114
658,2024-12-03,CHI,Clothing,Jeans,2,52.81,105.62,292
332,2025-12-09,CHI,Grocery,Olive Oil,2,22.54,45.08,279
2719,2025-11-10,LA,Grocery,Olive Oil,2,25.28,50.56,267
1678,2024-11-26,SF,Grocery,Olive Oil,1,23.65,23.65,245
2631,2025-03-22,LA,Grocery,Snack Box,3,9.8,29.4,91
2034,2025-10-01,SF,Grocery,Snack Box,1,10.68,10.68,126
802,2024-10-04,CHI,Toys,Puzzle,1,15.99,15.99,123
2136,2024-01-06,CHI,Electronics,Headphones,4,36.91,147.64,400
2033,2024-04-29,CHI,Clothing,T-Shirt,2,20.57,41.14,254
2321,2024-09-29,LA,Grocery,Snack Box,3,11.38,34.14,315
1810,2024-05-18,CHI,Home,Blender,1,50.22,50.22,470
803,2025-05-26,NY,Clothing,Jacket,2,126.9,253.8,322
408,2024-12-05,CHI,Home,Lamp,2,29.21,58.42,103
1681,2025-12-24,SF,Electronics,Phone Case,1,15.65,15.65,24
1016,2024-11-24,CHI,Grocery,Olive Oil,2,19.26,38.52,302
126,2025-02-25,LA,Home,Lamp,1,29.38,29.38,88
1724,2025-12-25,SF,Clothing,T-Shirt,4,20.35,81.4,400
135,2024-05-15,SF,Home,Lamp,1,32.23,32.23,272
1033,2025-11-27,CHI,Toys,Puzzle,4,15.74,62.96,345
1278,2025-07-21,SF,Toys,Action Figure,4,12.65,50.6,471
1517,2025-08-14,CHI,Home,Cookware Set,2,90.47,180.94,395
2164,2024-01-20,NY,Toys,Puzzle,1,16.0,16.0,382
2878,2024-07-03,NY,Toys,Puzzle,3,16.15,48.45,82
1145,2024-07-09,LA,Home,Cookware Set,1,83.24,83.24,250
1875,2024-11-06,CHI,Electronics,Headphones,4,45.36,181.44,196
2586,2024-11-06,LA,Grocery,Snack Box,4,10.89,43.56,150
1336,2024-12-07,NY,Home,Blender,3,41.22,123.66,179
1438,2025-12-04,SF,Toys,Puzzle,3,15.98,47.94,181
1513,2024-11-04,CHI,Grocery,Snack Box,3,10.61,31.83,100
1188,2025-11-04,NY,Home,Lamp,1,34.2,34.2,128
9,2024-12-09,LA,Electronics,Phone Case,2,15.61,31.22,351
341,2025-03-18,LA,Toys,Puzzle,2,16.3,32.6,231
1943,2024-12-07,NY,Clothing,T-Shirt,2,17.14,34.28,489
2410,2025-12-18,NY,Electronics,Headphones,1,45.48,45.48,450
1394,2025-12-22,SF,Toys,Board Game,4,27.95,111.8,412
1196,2025-12-03,SF,Electronics,Phone Case,1,13.86,13.86,328
1955,2025-06-13,LA,Clothing,T-Shirt,2,18.31,36.62,434
1091,2025-12-06,CHI,Clothing,T-Shirt,1,21.05,21.05,14
2904,2024-09-14,LA,Toys,Puzzle,1,20.56,20.56,498
1967,2024-09-14,CHI,Grocery,Snack Box,3,10.66,31.98,86
2043,2025-08-28,LA,Home,Lamp,1,30.38,30.38,42
60,2024-11-16,NY,Clothing,Jacket,3,113.18,339.54,234
1590,2024-09-06,CHI,Home,Lamp,2,34.25,68.5,21
946,2025-11-10,LA,Clothing,Jacket,1,120.31,120.31,299
1817,2024-10-03,SF,Toys,Action Figure,2,11.6,23.2,188
1281,2025-12-21,CHI,Toys,Action Figure,2,11.33,22.66,100
1172,2025-11-06,LA,Toys,Puzzle,5,17.42,87.1,12
2670,2024-04-08,LA,Grocery,Coffee Beans,1,14.42,14.42,274
2498,2024-06-10,NY,Home,Cookware Set,1,86.13,86.13,155
1071,2024-02-24,SF,Grocery,Olive Oil,1,23.91,23.91,447
1746,2025-11-20,NY,Electronics,Phone Case,3,12.99,38.97,272
1228,2024-05-15,SF,Grocery,Snack Box,1,10.4,10.4,99
2193,2025-10-04,CHI,Toys,Board Game,1,28.48,28.48,254
1274,2024-12-05,NY,Grocery,Coffee Beans,2,13.9,27.8,126
2697,2025-07-05,NY,Clothing,T-Shirt,2,19.65,39.3,420
964,2024-12-15,CHI,Electronics,Laptop,1,909.28,909.28,445
607,2025-04-02,CHI,Home,Lamp,2,28.43,56.86,315
2872,2024-03-23,LA,Toys,Board Game,3,28.16,84.48,229
1599,2025-12-11,SF,Grocery,Olive Oil,2,22.27,44.54,422
1737,2024-11-23,SF,Home,Lamp,4,33.6,134.4,40
846,2025-04-01,NY,Home,Blender,2,38.55,77.1,500
1370,2025-06-26,CHI,Home,Blender,2,43.69,87.38,56
1114,2024-01-16,SF,Clothing,T-Shirt,1,17.64,17.64,7
879,2024-05-26,NY,Toys,Puzzle,1,18.86,18.86,380
1025,2025-07-22,NY,Clothing,Jacket,5,136.29,681.45,417
673,2025-12-16,NY,Toys,Puzzle,1,19.24,19.24,193
1856,2024-11-30,CHI,Clothing,Jeans,1,62.53,62.53,189
2691,2024-01-30,NY,Home,Blender,2,46.48,92.96,25
436,2025-11-14,NY,Home,Cookware Set,3,73.82,221.46,44
1360,2024-12-23,NY,Home,Lamp,2,32.45,64.9,181
664,2024-12-10,NY,Toys,Action Figure,1,13.03,13.03,244
2675,2024-06-23,SF,Home,Blender,2,40.69,81.38,72
403,2024-11-27,LA,Grocery,Coffee Beans,1,12.3,12.3,67
2559,2025-12-17,LA,Electronics,Phone Case,3,16.17,48.51,75
2356,2024-08-26,SF,Clothing,T-Shirt,2,21.03,42.06,186
321,2025-12-10,SF,Grocery,Coffee Beans,1,14.3,14.3,253
2070,2024-01-12,CHI,Clothing,T-Shirt,1,19.23,19.23,62
973,2024-11-16,SF,Grocery,Snack Box,2,9.54,19.08,225
694,2024-09-08,CHI,Electronics,Laptop,4,888.36,3553.44,377
1220,2024-12-05,NY,Clothing,Jeans,1,47.41,47.41,83
610,2024-10-04,SF,Home,Cookware Set,2,79.07,158.14,383
2393,2025-01-02,LA,Electronics,Headphones,4,35.59,142.36,195
1879,2025-08-16,SF,Electronics,Headphones,2,42.7,85.4,139
796,2024-11-10,NY,Grocery,Coffee Beans,2,12.92,25.84,234
1902,2024-03-29,NY,Toys,Board Game,3,28.47,85.41,43
594,2025-01-15,CHI,Electronics,Phone Case,3,17.06,51.18,460
2249,2024-12-20,CHI,Electronics,Phone Case,1,13.6,13.6,266
2212,2024-12-15,SF,Toys,Action Figure,5,12.82,64.1,24
2373,2024-11-07,LA,Grocery,Snack Box,1,10.74,10.74,304
2690,2025-01-20,CHI,Toys,Board Game,2,25.66,51.32,135
836,2024-06-24,LA,Home,Cookware Set,3,75.61,226.83,248
2377,2025-01-30,CHI,Clothing,T-Shirt,2,17.1,34.2,59
1747,2025-09-07,LA,Toys,Puzzle,1,16.17,16.17,428
478,2024-11-13,SF,Clothing,T-Shirt,2,21.4,42.8,395
2792,2024-11-19,CHI,Clothing,Jeans,1,48.18,48.18,36
2807,2024-12-31,SF,Home,Cookware Set,1,91.08,91.08,295
807,2025-12-02,NY,Electronics,Headphones,1,41.74,41.74,380
2370,2025-06-24,LA,Grocery,Snack Box,5,10.24,51.2,454
905,2025-08-02,NY,Grocery,Snack Box,4,11.06,44.24,268
2277,2024-12-22,SF,Electronics,Laptop,2,884.56,1769.12,146
327,2025-05-17,LA,Toys,Action Figure,2,11.25,22.5,167
2667,2024-12-25,LA,Home,Cookware Set,4,87.48,349.92,95
1859,2024-11-23,LA,Clothing,Jeans,1,47.8,47.8,48
511,2025-11-19,LA,Clothing,Jacket,2,127.72,255.44,364
627,2025-12-12,CHI,Electronics,Headphones,1,34.18,34.18,357
1873,2024-06-18,CHI,Home,Lamp,2,34.36,68.72,288
1641,2025-12-01,SF,Toys,Board Game,2,26.65,53.3,387
2483,2025-06-30,NY,Grocery,Snack Box,5,10.41,52.05,379
216,2025-01-31,NY,Electronics,Headphones,2,42.83,85.66,135
1814,2024-11-09,SF,Home,Blender,1,38.95,38.95,230
853,2024-10-23,NY,Grocery,Coffee Beans,3,12.74,38.22,422
854,2025-11-05,SF,Home,Cookware Set,2,80.0,160.0,154
2129,2025-01-10,SF,Grocery,Snack Box,3,9.72,29.16,122
2236,2025-07-16,CHI,Grocery,Coffee Beans,1,14.96,14.96,492
2274,2025-12-01,NY,Home,Lamp,1,34.08,34.08,114
758,2025-11-19,CHI,Grocery,Olive Oil,2,21.41,42.82,361
323,2025-10-02,LA,Electronics,Laptop,1,832.96,832.96,235
799,2024-12-06,SF,Clothing,T-Shirt,1,20.56,20.56,284
2010,2024-01-10,SF,Home,Blender,2,47.98,95.96,410
548,2024-03-19,NY,Grocery,Coffee Beans,4,13.01,52.04,435
2655,2024-11-09,SF,Toys,Action Figure,2,11.24,22.48,184
681,2025-10-02,CHI,Toys,Puzzle,2,20.49,40.98,124
760,2025-11-10,NY,Grocery,Coffee Beans,2,12.93,25.86,351
1372,2025-09-27,CHI,Electronics,Phone Case,1,13.2,13.2,201
1398,2025-11-25,CHI,Home,Lamp,5,29.7,148.5,46
2906,2024-12-16,,Grocery,Coffee Beans,3,14.38,43.14,221
2132,2024-03-31,NY,Clothing,Jeans,4,53.19,212.76,198
1287,2024-12-16,NY,Toys,Puzzle,2,18.02,36.04,149
1548,2025-09-20,SF,Grocery,Olive Oil,1,25.19,25.19,429
2184,2024-11-11,CHI,Grocery,Coffee Beans,2,14.98,29.96,497
1197,2024-05-29,LA,Electronics,Laptop,3,1010.5,3031.5,141
967,2024-09-04,LA,Electronics,Headphones,1,39.77,39.77,45
2504,2025-10-25,NY,Electronics,Laptop,5,817.38,4086.9,355
1406,2025-12-28,NY,Toys,Action Figure,3,13.74,41.22,222
1572,2025-12-24,LA,Clothing,Jeans,,57.78,173.34,391
2438,2025-02-21,NY,Electronics,Laptop,1,869.74,869.74,330
2666,2025-11-04,SF,Toys,Action Figure,4,10.79,43.16,467
2787,2025-10-14,CHI,Clothing,Jeans,4,50.5,202.0,160
930,2024-12-20,SF,Electronics,Laptop,,818.53,2455.59,77
896,2025-12-13,CHI,Grocery,Olive Oil,2,20.46,40.92,166
2038,2024-04-12,NY,Electronics,Headphones,2,45.18,90.36,500
2685,2024-11-16,LA,Grocery,Olive Oil,2,19.91,39.82,63
2166,2025-02-10,SF,Grocery,Coffee Beans,1,15.13,15.13,35
1175,2024-02-25,SF,Clothing,Jeans,2,59.16,118.32,235
2550,2024-10-05,,Clothing,T-Shirt,1,20.53,20.53,493
396,2024-04-07,CHI,Home,Lamp,1,34.27,34.27,39
2575,2025-11-19,SF,Grocery,Coffee Beans,3,12.04,36.12,196
881,2025-12-31,SF,Clothing,Jeans,1,58.72,58.72,388
2353,2024-12-08,CHI,Toys,Board Game,1,22.35,22.35,176
541,2024-11-28,CHI,Clothing,T-Shirt,1,20.7,20.7,331
355,2024-03-01,SF,Grocery,Coffee Beans,3,15.2,45.6,306
11,2024-11-18,LA,Electronics,Headphones,2,44.96,89.92,336
2457,2025-11-24,SF,Electronics,Headphones,1,40.04,40.04,292
907,2024-03-06,CHI,Toys,Action Figure,3,11.35,34.05,137
2625,2025-02-20,SF,Toys,Puzzle,3,17.71,53.13,295
2375,2024-06-25,NY,Toys,Board Game,2,28.33,56.66,365
2248,2024-11-05,SF,Grocery,Snack Box,2,11.34,22.68,204
2325,2024-12-15,LA,Clothing,Jeans,4,58.63,234.52,128
381,2024-12-04,CHI,Toys,Puzzle,1,20.45,20.45,314
2677,2024-02-23,NY,Grocery,Coffee Beans,1,13.78,13.78,186
1369,2025-01-26,CHI,Toys,Action Figure,1,11.53,11.53,100
259,2025-05-02,LA,Grocery,Coffee Beans,4,13.61,54.44,388
683,2024-11-12,LA,Grocery,Snack Box,4,10.9,43.6,221
1543,2024-09-16,NY,Grocery,Olive Oil,4,20.87,83.48,311
2217,2025-03-14,SF,Clothing,T-Shirt,2,22.61,45.22,443
2622,2024-11-23,CHI,Toys,Puzzle,1,16.0,16.0,415
2174,2024-05-25,CHI,Home,Blender,2,43.63,87.26,342
2734,2024-12-23,LA,Electronics,Phone Case,4,12.81,51.24,263
325,2025-10-28,LA,Home,Lamp,3,28.51,85.53,154
440,2024-08-04,LA,Toys,Board Game,1,28.37,28.37,22
240,2025-09-30,NY,Grocery,Olive Oil,1,23.75,23.75,66
776,2025-12-02,CHI,Electronics,Headphones,2,38.93,77.86,180
1324,2024-06-26,SF,Grocery,Olive Oil,2,19.55,39.1,265
372,2024-05-06,CHI,Clothing,T-Shirt,1,22.38,22.38,180
745,2025-12-29,CHI,Clothing,T-Shirt,1,20.98,20.98,59
1454,2024-03-28,SF,Electronics,Laptop,5,980.89,4904.45,173
1738,2024-09-09,LA,Clothing,Jeans,5,60.94,304.7,50
2011,2025-11-11,SF,Grocery,Olive Oil,1,20.93,20.93,272
207,2024-11-28,SF,Grocery,Olive Oil,3,20.37,61.11,140
458,2024-10-08,CHI,Grocery,Olive Oil,3,23.4,70.2,437
1696,2025-12-04,SF,Grocery,Olive Oil,1,21.68,21.68,336
629,2024-05-04,LA,Clothing,Jeans,3,60.23,180.69,198
2055,2025-03-19,NY,Toys,Action Figure,1,11.77,11.77,401
2436,2024-04-06,SF,Electronics,Phone Case,2,14.1,28.2,451
426,2025-03-24,LA,Home,Blender,1,47.98,47.98,453
1674,2024-08-10,NY,Home,Blender,1,43.98,-43.98,71
1218,2025-07-03,NY,Home,Lamp,,28.78,115.12,225
1852,2025-12-14,NY,Electronics,Phone Case,2,16.73,33.46,153
